issue_key,ticket_title,ticket_description,subtask_title,subtask_reasoning,label
MDL-17081,"Implement import/export """"Permissions"""" settings for """"Manage roles"""" tab","Suggest to implement """"""""import / export"""""""" settings for the role """"""""permissions"""""""". See the two proposed solutions (probably only one need to be implemented)... This is particularly useful for larger """"""""enterprise-level"""""""" moodle implementation as we often have staging, testing, and development moodle installations and if we have customized role settings, it is a pain in the butt to manually change all of them one by one (it's a long list of the """"""""Permissions"""""""" for all the newly deployed moodle instances. Thanks!",Design new import/export schema for role permissions,,grounded
MDL-17081,"Implement import/export """"Permissions"""" settings for """"Manage roles"""" tab","Suggest to implement """"""""import / export"""""""" settings for the role """"""""permissions"""""""". See the two proposed solutions (probably only one need to be implemented)... This is particularly useful for larger """"""""enterprise-level"""""""" moodle implementation as we often have staging, testing, and development moodle installations and if we have customized role settings, it is a pain in the butt to manually change all of them one by one (it's a long list of the """"""""Permissions"""""""" for all the newly deployed moodle instances. Thanks!",Implement serialization/deserialization logic for role permissions in core,,grounded
MDL-17081,"Implement import/export """"Permissions"""" settings for """"Manage roles"""" tab","Suggest to implement """"""""import / export"""""""" settings for the role """"""""permissions"""""""". See the two proposed solutions (probably only one need to be implemented)... This is particularly useful for larger """"""""enterprise-level"""""""" moodle implementation as we often have staging, testing, and development moodle installations and if we have customized role settings, it is a pain in the butt to manually change all of them one by one (it's a long list of the """"""""Permissions"""""""" for all the newly deployed moodle instances. Thanks!",Develop admin UI for importing/exporting role permission settings,,grounded
TIMOB-20272,iOS: Interactive notifications with activationMode background don't work when app is not already in memory,"For interactive notifications to work you have to listen for event 'localnotificationaction' (and/or remotenotificationaction for push notifications). I have an action set to activationMode: Ti.App.iOS.USER_NOTIFICATION_ACTIVATION_MODE_BACKGROUND which should allow execution of some code without launching the app to foreground. This only seems to work when the app is already/still in memory.    Expected behavior would be that it always works even if the app has never been started yet. This works fine with WhatsApp for example. Looking at the ObjC code (mainly in TiApp.m) for this and placing some debug logging here and there I don't see how this can work. The code in TiApp.m triggers the fireevent but at that time the JS part of the app has not fully loaded yet, causing the event to be missed in JS because the listener could not be setup yet.    Another issue that will cause this not to work is that when handling an interactive notification in the background is that the full app is loaded (at least attempted). This will fail because UI interaction is not allowed when in background.    Code in TiApp.m that should handle this:        and",Implement localnotificationaction event handling in background,Handles the core requirement for local interaction events when app is not foreground.,inferred
TIMOB-20272,iOS: Interactive notifications with activationMode background don't work when app is not already in memory,"For interactive notifications to work you have to listen for event 'localnotificationaction' (and/or remotenotificationaction for push notifications). I have an action set to activationMode: Ti.App.iOS.USER_NOTIFICATION_ACTIVATION_MODE_BACKGROUND which should allow execution of some code without launching the app to foreground. This only seems to work when the app is already/still in memory.    Expected behavior would be that it always works even if the app has never been started yet. This works fine with WhatsApp for example. Looking at the ObjC code (mainly in TiApp.m) for this and placing some debug logging here and there I don't see how this can work. The code in TiApp.m triggers the fireevent but at that time the JS part of the app has not fully loaded yet, causing the event to be missed in JS because the listener could not be setup yet.    Another issue that will cause this not to work is that when handling an interactive notification in the background is that the full app is loaded (at least attempted). This will fail because UI interaction is not allowed when in background.    Code in TiApp.m that should handle this:        and",Support remotenotificationaction for iOS activation mode,Addresses the missing background push notification handling as in TIMOB-17705.,inferred
TIMOB-20272,iOS: Interactive notifications with activationMode background don't work when app is not already in memory,"For interactive notifications to work you have to listen for event 'localnotificationaction' (and/or remotenotificationaction for push notifications). I have an action set to activationMode: Ti.App.iOS.USER_NOTIFICATION_ACTIVATION_MODE_BACKGROUND which should allow execution of some code without launching the app to foreground. This only seems to work when the app is already/still in memory.    Expected behavior would be that it always works even if the app has never been started yet. This works fine with WhatsApp for example. Looking at the ObjC code (mainly in TiApp.m) for this and placing some debug logging here and there I don't see how this can work. The code in TiApp.m triggers the fireevent but at that time the JS part of the app has not fully loaded yet, causing the event to be missed in JS because the listener could not be setup yet.    Another issue that will cause this not to work is that when handling an interactive notification in the background is that the full app is loaded (at least attempted). This will fail because UI interaction is not allowed when in background.    Code in TiApp.m that should handle this:        and",Ensure JS listener is initialized before event fires,Resolves issue where Titanium JS context isn't ready per TIMOB-20459 edge case.,inferred
DM-3875,Implement new Wcs classes,"Once a design is accepted implement the new design. This epic covers the replacement of afw:image:wcs with afw:transform/afw:mapping (names currently in flux), but does not involve changes to XYTransform.",Design interface for new WCS classes,Define the public API and data structures for the new afw:transform-based WCS replacement.,inferred
DM-3875,Implement new Wcs classes,"Once a design is accepted implement the new design. This epic covers the replacement of afw:image:wcs with afw:transform/afw:mapping (names currently in flux), but does not involve changes to XYTransform.",Migrate existing DM code to use new WCS system,Refactor all current uses of afw:image:WCS in the Data Management layer to the new Transform/Mapping classes.,hallucinated
DM-3875,Implement new Wcs classes,"Once a design is accepted implement the new design. This epic covers the replacement of afw:image:wcs with afw:transform/afw:mapping (names currently in flux), but does not involve changes to XYTransform.",Unit and integration tests for new WCS implementation,Ensure the replacement behaves identically to the old system under all relevant use cases.,grounded
DM-10086,Replace existing usage of XYTransform with the AST backed version,We need to find and replace all instances of {{XYTransform}} and subclasses in use in the stack currently.  This will result in the version of {{XYTransform}} backed by AST (DM-6164) used throughout.,Identify all XYTransform usages,Audit the stack to enumerate every use of XYTransform and its subclasses.,grounded
DM-10086,Replace existing usage of XYTransform with the AST backed version,We need to find and replace all instances of {{XYTransform}} and subclasses in use in the stack currently.  This will result in the version of {{XYTransform}} backed by AST (DM-6164) used throughout.,Refactor legacy transform calls to new AST-backed implementation,"Convert existing transform usages (from DM-10086/6164) into the new AST-based system, ensuring compatibility with WCS changes (DM-10765).",grounded
DM-10086,Replace existing usage of XYTransform with the AST backed version,We need to find and replace all instances of {{XYTransform}} and subclasses in use in the stack currently.  This will result in the version of {{XYTransform}} backed by AST (DM-6164) used throughout.,"Update dependent subsystems (e.g., WCS, formatters)","Address dependencies on XYTransform in systems like WCS and formatters affected by the AST rewrite (referenced in DM-5916, DM-10765).",grounded
DM-10086,Replace existing usage of XYTransform with the AST backed version,We need to find and replace all instances of {{XYTransform}} and subclasses in use in the stack currently.  This will result in the version of {{XYTransform}} backed by AST (DM-6164) used throughout.,Test replacements and validate behavior,Ensure all replaced usages behave identically to previous versions and meet new requirements.,grounded
DM-3469,Prepare for S15 end-to-end system and Firefly relesase,"For S15, DM will try to have an end-to-end system in place, and work out all the issues during the process. SUI will try to a web application to  access some of dada access APIs (dax-) on a system at NCSA.  SUI will have a simple Firefly release to the community.",Define SUI system requirements and use cases,Aligns with DM-1876's functional design work to gather and define new use cases for the SUI web application.,inferred
DM-3469,Prepare for S15 end-to-end system and Firefly relesase,"For S15, DM will try to have an end-to-end system in place, and work out all the issues during the process. SUI will try to a web application to  access some of dada access APIs (dax-) on a system at NCSA.  SUI will have a simple Firefly release to the community.",NCSA server setup and SUI installation,"Similar to DM-3470, this subtask covers preparing the infrastructure and installing core software required for SUI deployment.",inferred
DM-3469,Prepare for S15 end-to-end system and Firefly relesase,"For S15, DM will try to have an end-to-end system in place, and work out all the issues during the process. SUI will try to a web application to  access some of dada access APIs (dax-) on a system at NCSA.  SUI will have a simple Firefly release to the community.",Firefly packaging and initial community release preparation,"Closely matches the effort in past releases (e.g., DM-1645) to prepare Firefly for open source distribution, focusing on packaging and readiness.",grounded
DM-3469,Prepare for S15 end-to-end system and Firefly relesase,"For S15, DM will try to have an end-to-end system in place, and work out all the issues during the process. SUI will try to a web application to  access some of dada access APIs (dax-) on a system at NCSA.  SUI will have a simple Firefly release to the community.",Integration testing between SUI and Firefly,"Involves validating interactions similar to DM-12547, but at an earlier pre-release stage.",inferred
DM-3469,Prepare for S15 end-to-end system and Firefly relesase,"For S15, DM will try to have an end-to-end system in place, and work out all the issues during the process. SUI will try to a web application to  access some of dada access APIs (dax-) on a system at NCSA.  SUI will have a simple Firefly release to the community.",End-to-end system validation and handoff documentation,"Ensures that all components work together as a complete system, akin to past deployment and testing epics.",inferred
