issue_key,ticket_title,ticket_description,subtask_title,subtask_reasoning,label
MDL-40062,Replace add_to_log with an event trigger - mod_forum,"Replace the add_to_log calls for the following area, with a call to the get_legacy_logdata function in the event class.    *<USER>forum (24 calls)*  /<USER>forum/discuss.php:95: add_to_log($course->id, 'forum', 'move discussion', """"""""discuss.php?d=$discussion->id"""""""", $discussion->id, $cmto->id);  /<USER>forum/discuss.php:107: add_to_log($course->id, 'forum', 'view discussion', """"""""discuss.php?d=$discussion->id"""""""", $discussion->id, $cm->id);  /<USER>forum/subscribe.php:152: add_to_log($course->id, """"""""forum"""""""", """"""""unsubscribe"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/subscribe.php:177: add_to_log($course->id, """"""""forum"""""""", """"""""subscribe"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/markposts.php:85: add_to_log($course->id, """"""""discussion"""""""", """"""""<USER>read"""""""", """"""""view.php?f=$forum->id"""""""", $d, $cm->id);  /<USER>forum/markposts.php:96: add_to_log($course->id, """"""""forum"""""""", """"""""<USER>read"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/markposts.php:103: // add_to_log($course->id, """"""""forum"""""""", """"""""<USER>unread"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/index.php:54: add_to_log($course->id, 'forum', 'view forums', """"""""index.php?id=$course->id"""""""");  /<USER>forum/index.php:183: add_to_log($course->id, 'forum', 'subscribeall', """"""""index.php?id=$course->id"""""""", $course->id);  /<USER>forum/index.php:186: add_to_log($course->id, 'forum', 'unsubscribeall', """"""""index.php?id=$course->id"""""""", $course->id);  /<USER>forum/settracking.php:63: add_to_log($course->id, """"""""forum"""""""", """"""""stop tracking"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/settracking.php:71: add_to_log($course->id, """"""""forum"""""""", """"""""start tracking"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/lib.php:742: add_to_log($course->id, 'forum', 'mail error', """"""""discuss.php?d=$discussion->id#p$post->id"""""""",  /<USER>forum/lib.php:1040: add_to_log($course->id, 'forum', 'mail digest error', '', '', $cm->id, $userto->id);  /<USER>forum/user.php:65: add_to_log(($isspecificcourse)?$courseid:SITEID, """"""""forum"""""""", """"""""user report"""""""", 'user.php?'.$url->get_query_string(), $userid);  /<USER>forum/post.php:336: add_to_log($discussion->course, """"""""forum"""""""", """"""""delete discussion"""""""",  /<USER>forum/post.php:353: add_to_log($discussion->course, """"""""forum"""""""", """"""""delete post"""""""", $discussionurl, """"""""$post->id"""""""", $cm->id);  /<USER>forum/post.php:454: add_to_log($discussion->course, """"""""forum"""""""", """"""""prune post"""""""",  /<USER>forum/post.php:682: add_to_log($course->id, """"""""forum"""""""", """"""""update post"""""""",  /<USER>forum/post.php:725: add_to_log($course->id, """"""""forum"""""""", """"""""add post"""""""",  /<USER>forum/post.php:772: add_to_log($course->id, """"""""forum"""""""", """"""""add discussion"""""""",  /<USER>forum/subscribers.php:57: add_to_log($course->id, """"""""forum"""""""", """"""""view subscribers"""""""", """"""""subscribers.php?id=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/view.php:131: add_to_log($course->id, """"""""forum"""""""", """"""""view forum"""""""", """"""""view.php?id=$cm->id"""""""", """"""""$forum->id"""""""", $cm->id);  /<USER>forum/view.php:133: add_to_log($course->id, """"""""forum"""""""", """"""""view forum"""""""", """"""""view.php?f=$forum->id"""""""", """"""""$forum->id"""""""");  /<USER>forum/search.php:115: add_to_log($course->id, """"""""forum"""""""", """"""""search"""""""", """"""""search.php?id=$course->id&amp;search="""""""".urlencode($search), $search);",Replace add_to_log calls in discuss.php,This subtask involves replacing 6 add_to_log calls in discuss.php with calls to the get_legacy_logdata function.,
MDL-40062,Replace add_to_log with an event trigger - mod_forum,"Replace the add_to_log calls for the following area, with a call to the get_legacy_logdata function in the event class.    *<USER>forum (24 calls)*  /<USER>forum/discuss.php:95: add_to_log($course->id, 'forum', 'move discussion', """"""""discuss.php?d=$discussion->id"""""""", $discussion->id, $cmto->id);  /<USER>forum/discuss.php:107: add_to_log($course->id, 'forum', 'view discussion', """"""""discuss.php?d=$discussion->id"""""""", $discussion->id, $cm->id);  /<USER>forum/subscribe.php:152: add_to_log($course->id, """"""""forum"""""""", """"""""unsubscribe"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/subscribe.php:177: add_to_log($course->id, """"""""forum"""""""", """"""""subscribe"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/markposts.php:85: add_to_log($course->id, """"""""discussion"""""""", """"""""<USER>read"""""""", """"""""view.php?f=$forum->id"""""""", $d, $cm->id);  /<USER>forum/markposts.php:96: add_to_log($course->id, """"""""forum"""""""", """"""""<USER>read"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/markposts.php:103: // add_to_log($course->id, """"""""forum"""""""", """"""""<USER>unread"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/index.php:54: add_to_log($course->id, 'forum', 'view forums', """"""""index.php?id=$course->id"""""""");  /<USER>forum/index.php:183: add_to_log($course->id, 'forum', 'subscribeall', """"""""index.php?id=$course->id"""""""", $course->id);  /<USER>forum/index.php:186: add_to_log($course->id, 'forum', 'unsubscribeall', """"""""index.php?id=$course->id"""""""", $course->id);  /<USER>forum/settracking.php:63: add_to_log($course->id, """"""""forum"""""""", """"""""stop tracking"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/settracking.php:71: add_to_log($course->id, """"""""forum"""""""", """"""""start tracking"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/lib.php:742: add_to_log($course->id, 'forum', 'mail error', """"""""discuss.php?d=$discussion->id#p$post->id"""""""",  /<USER>forum/lib.php:1040: add_to_log($course->id, 'forum', 'mail digest error', '', '', $cm->id, $userto->id);  /<USER>forum/user.php:65: add_to_log(($isspecificcourse)?$courseid:SITEID, """"""""forum"""""""", """"""""user report"""""""", 'user.php?'.$url->get_query_string(), $userid);  /<USER>forum/post.php:336: add_to_log($discussion->course, """"""""forum"""""""", """"""""delete discussion"""""""",  /<USER>forum/post.php:353: add_to_log($discussion->course, """"""""forum"""""""", """"""""delete post"""""""", $discussionurl, """"""""$post->id"""""""", $cm->id);  /<USER>forum/post.php:454: add_to_log($discussion->course, """"""""forum"""""""", """"""""prune post"""""""",  /<USER>forum/post.php:682: add_to_log($course->id, """"""""forum"""""""", """"""""update post"""""""",  /<USER>forum/post.php:725: add_to_log($course->id, """"""""forum"""""""", """"""""add post"""""""",  /<USER>forum/post.php:772: add_to_log($course->id, """"""""forum"""""""", """"""""add discussion"""""""",  /<USER>forum/subscribers.php:57: add_to_log($course->id, """"""""forum"""""""", """"""""view subscribers"""""""", """"""""subscribers.php?id=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/view.php:131: add_to_log($course->id, """"""""forum"""""""", """"""""view forum"""""""", """"""""view.php?id=$cm->id"""""""", """"""""$forum->id"""""""", $cm->id);  /<USER>forum/view.php:133: add_to_log($course->id, """"""""forum"""""""", """"""""view forum"""""""", """"""""view.php?f=$forum->id"""""""", """"""""$forum->id"""""""");  /<USER>forum/search.php:115: add_to_log($course->id, """"""""forum"""""""", """"""""search"""""""", """"""""search.php?id=$course->id&amp;search="""""""".urlencode($search), $search);",Replace add_to_log calls in subscribe.php,This subtask involves replacing 4 add_to_log calls in subscribe.php with calls to the get_legacy_logdata function.,
MDL-40062,Replace add_to_log with an event trigger - mod_forum,"Replace the add_to_log calls for the following area, with a call to the get_legacy_logdata function in the event class.    *<USER>forum (24 calls)*  /<USER>forum/discuss.php:95: add_to_log($course->id, 'forum', 'move discussion', """"""""discuss.php?d=$discussion->id"""""""", $discussion->id, $cmto->id);  /<USER>forum/discuss.php:107: add_to_log($course->id, 'forum', 'view discussion', """"""""discuss.php?d=$discussion->id"""""""", $discussion->id, $cm->id);  /<USER>forum/subscribe.php:152: add_to_log($course->id, """"""""forum"""""""", """"""""unsubscribe"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/subscribe.php:177: add_to_log($course->id, """"""""forum"""""""", """"""""subscribe"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/markposts.php:85: add_to_log($course->id, """"""""discussion"""""""", """"""""<USER>read"""""""", """"""""view.php?f=$forum->id"""""""", $d, $cm->id);  /<USER>forum/markposts.php:96: add_to_log($course->id, """"""""forum"""""""", """"""""<USER>read"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/markposts.php:103: // add_to_log($course->id, """"""""forum"""""""", """"""""<USER>unread"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/index.php:54: add_to_log($course->id, 'forum', 'view forums', """"""""index.php?id=$course->id"""""""");  /<USER>forum/index.php:183: add_to_log($course->id, 'forum', 'subscribeall', """"""""index.php?id=$course->id"""""""", $course->id);  /<USER>forum/index.php:186: add_to_log($course->id, 'forum', 'unsubscribeall', """"""""index.php?id=$course->id"""""""", $course->id);  /<USER>forum/settracking.php:63: add_to_log($course->id, """"""""forum"""""""", """"""""stop tracking"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/settracking.php:71: add_to_log($course->id, """"""""forum"""""""", """"""""start tracking"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/lib.php:742: add_to_log($course->id, 'forum', 'mail error', """"""""discuss.php?d=$discussion->id#p$post->id"""""""",  /<USER>forum/lib.php:1040: add_to_log($course->id, 'forum', 'mail digest error', '', '', $cm->id, $userto->id);  /<USER>forum/user.php:65: add_to_log(($isspecificcourse)?$courseid:SITEID, """"""""forum"""""""", """"""""user report"""""""", 'user.php?'.$url->get_query_string(), $userid);  /<USER>forum/post.php:336: add_to_log($discussion->course, """"""""forum"""""""", """"""""delete discussion"""""""",  /<USER>forum/post.php:353: add_to_log($discussion->course, """"""""forum"""""""", """"""""delete post"""""""", $discussionurl, """"""""$post->id"""""""", $cm->id);  /<USER>forum/post.php:454: add_to_log($discussion->course, """"""""forum"""""""", """"""""prune post"""""""",  /<USER>forum/post.php:682: add_to_log($course->id, """"""""forum"""""""", """"""""update post"""""""",  /<USER>forum/post.php:725: add_to_log($course->id, """"""""forum"""""""", """"""""add post"""""""",  /<USER>forum/post.php:772: add_to_log($course->id, """"""""forum"""""""", """"""""add discussion"""""""",  /<USER>forum/subscribers.php:57: add_to_log($course->id, """"""""forum"""""""", """"""""view subscribers"""""""", """"""""subscribers.php?id=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/view.php:131: add_to_log($course->id, """"""""forum"""""""", """"""""view forum"""""""", """"""""view.php?id=$cm->id"""""""", """"""""$forum->id"""""""", $cm->id);  /<USER>forum/view.php:133: add_to_log($course->id, """"""""forum"""""""", """"""""view forum"""""""", """"""""view.php?f=$forum->id"""""""", """"""""$forum->id"""""""");  /<USER>forum/search.php:115: add_to_log($course->id, """"""""forum"""""""", """"""""search"""""""", """"""""search.php?id=$course->id&amp;search="""""""".urlencode($search), $search);",Replace add_to_log calls in markposts.php,This subtask involves replacing 4 add_to_log calls in markposts.php with calls to the get_legacy_logdata function.,
MDL-40062,Replace add_to_log with an event trigger - mod_forum,"Replace the add_to_log calls for the following area, with a call to the get_legacy_logdata function in the event class.    *<USER>forum (24 calls)*  /<USER>forum/discuss.php:95: add_to_log($course->id, 'forum', 'move discussion', """"""""discuss.php?d=$discussion->id"""""""", $discussion->id, $cmto->id);  /<USER>forum/discuss.php:107: add_to_log($course->id, 'forum', 'view discussion', """"""""discuss.php?d=$discussion->id"""""""", $discussion->id, $cm->id);  /<USER>forum/subscribe.php:152: add_to_log($course->id, """"""""forum"""""""", """"""""unsubscribe"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/subscribe.php:177: add_to_log($course->id, """"""""forum"""""""", """"""""subscribe"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/markposts.php:85: add_to_log($course->id, """"""""discussion"""""""", """"""""<USER>read"""""""", """"""""view.php?f=$forum->id"""""""", $d, $cm->id);  /<USER>forum/markposts.php:96: add_to_log($course->id, """"""""forum"""""""", """"""""<USER>read"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/markposts.php:103: // add_to_log($course->id, """"""""forum"""""""", """"""""<USER>unread"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/index.php:54: add_to_log($course->id, 'forum', 'view forums', """"""""index.php?id=$course->id"""""""");  /<USER>forum/index.php:183: add_to_log($course->id, 'forum', 'subscribeall', """"""""index.php?id=$course->id"""""""", $course->id);  /<USER>forum/index.php:186: add_to_log($course->id, 'forum', 'unsubscribeall', """"""""index.php?id=$course->id"""""""", $course->id);  /<USER>forum/settracking.php:63: add_to_log($course->id, """"""""forum"""""""", """"""""stop tracking"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/settracking.php:71: add_to_log($course->id, """"""""forum"""""""", """"""""start tracking"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/lib.php:742: add_to_log($course->id, 'forum', 'mail error', """"""""discuss.php?d=$discussion->id#p$post->id"""""""",  /<USER>forum/lib.php:1040: add_to_log($course->id, 'forum', 'mail digest error', '', '', $cm->id, $userto->id);  /<USER>forum/user.php:65: add_to_log(($isspecificcourse)?$courseid:SITEID, """"""""forum"""""""", """"""""user report"""""""", 'user.php?'.$url->get_query_string(), $userid);  /<USER>forum/post.php:336: add_to_log($discussion->course, """"""""forum"""""""", """"""""delete discussion"""""""",  /<USER>forum/post.php:353: add_to_log($discussion->course, """"""""forum"""""""", """"""""delete post"""""""", $discussionurl, """"""""$post->id"""""""", $cm->id);  /<USER>forum/post.php:454: add_to_log($discussion->course, """"""""forum"""""""", """"""""prune post"""""""",  /<USER>forum/post.php:682: add_to_log($course->id, """"""""forum"""""""", """"""""update post"""""""",  /<USER>forum/post.php:725: add_to_log($course->id, """"""""forum"""""""", """"""""add post"""""""",  /<USER>forum/post.php:772: add_to_log($course->id, """"""""forum"""""""", """"""""add discussion"""""""",  /<USER>forum/subscribers.php:57: add_to_log($course->id, """"""""forum"""""""", """"""""view subscribers"""""""", """"""""subscribers.php?id=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/view.php:131: add_to_log($course->id, """"""""forum"""""""", """"""""view forum"""""""", """"""""view.php?id=$cm->id"""""""", """"""""$forum->id"""""""", $cm->id);  /<USER>forum/view.php:133: add_to_log($course->id, """"""""forum"""""""", """"""""view forum"""""""", """"""""view.php?f=$forum->id"""""""", """"""""$forum->id"""""""");  /<USER>forum/search.php:115: add_to_log($course->id, """"""""forum"""""""", """"""""search"""""""", """"""""search.php?id=$course->id&amp;search="""""""".urlencode($search), $search);",Replace add_to_log calls in index.php,This subtask involves replacing 4 add_to_log calls in index.php with calls to the get_legacy_logdata function.,
MDL-40062,Replace add_to_log with an event trigger - mod_forum,"Replace the add_to_log calls for the following area, with a call to the get_legacy_logdata function in the event class.    *<USER>forum (24 calls)*  /<USER>forum/discuss.php:95: add_to_log($course->id, 'forum', 'move discussion', """"""""discuss.php?d=$discussion->id"""""""", $discussion->id, $cmto->id);  /<USER>forum/discuss.php:107: add_to_log($course->id, 'forum', 'view discussion', """"""""discuss.php?d=$discussion->id"""""""", $discussion->id, $cm->id);  /<USER>forum/subscribe.php:152: add_to_log($course->id, """"""""forum"""""""", """"""""unsubscribe"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/subscribe.php:177: add_to_log($course->id, """"""""forum"""""""", """"""""subscribe"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/markposts.php:85: add_to_log($course->id, """"""""discussion"""""""", """"""""<USER>read"""""""", """"""""view.php?f=$forum->id"""""""", $d, $cm->id);  /<USER>forum/markposts.php:96: add_to_log($course->id, """"""""forum"""""""", """"""""<USER>read"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/markposts.php:103: // add_to_log($course->id, """"""""forum"""""""", """"""""<USER>unread"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/index.php:54: add_to_log($course->id, 'forum', 'view forums', """"""""index.php?id=$course->id"""""""");  /<USER>forum/index.php:183: add_to_log($course->id, 'forum', 'subscribeall', """"""""index.php?id=$course->id"""""""", $course->id);  /<USER>forum/index.php:186: add_to_log($course->id, 'forum', 'unsubscribeall', """"""""index.php?id=$course->id"""""""", $course->id);  /<USER>forum/settracking.php:63: add_to_log($course->id, """"""""forum"""""""", """"""""stop tracking"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/settracking.php:71: add_to_log($course->id, """"""""forum"""""""", """"""""start tracking"""""""", """"""""view.php?f=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/lib.php:742: add_to_log($course->id, 'forum', 'mail error', """"""""discuss.php?d=$discussion->id#p$post->id"""""""",  /<USER>forum/lib.php:1040: add_to_log($course->id, 'forum', 'mail digest error', '', '', $cm->id, $userto->id);  /<USER>forum/user.php:65: add_to_log(($isspecificcourse)?$courseid:SITEID, """"""""forum"""""""", """"""""user report"""""""", 'user.php?'.$url->get_query_string(), $userid);  /<USER>forum/post.php:336: add_to_log($discussion->course, """"""""forum"""""""", """"""""delete discussion"""""""",  /<USER>forum/post.php:353: add_to_log($discussion->course, """"""""forum"""""""", """"""""delete post"""""""", $discussionurl, """"""""$post->id"""""""", $cm->id);  /<USER>forum/post.php:454: add_to_log($discussion->course, """"""""forum"""""""", """"""""prune post"""""""",  /<USER>forum/post.php:682: add_to_log($course->id, """"""""forum"""""""", """"""""update post"""""""",  /<USER>forum/post.php:725: add_to_log($course->id, """"""""forum"""""""", """"""""add post"""""""",  /<USER>forum/post.php:772: add_to_log($course->id, """"""""forum"""""""", """"""""add discussion"""""""",  /<USER>forum/subscribers.php:57: add_to_log($course->id, """"""""forum"""""""", """"""""view subscribers"""""""", """"""""subscribers.php?id=$forum->id"""""""", $forum->id, $cm->id);  /<USER>forum/view.php:131: add_to_log($course->id, """"""""forum"""""""", """"""""view forum"""""""", """"""""view.php?id=$cm->id"""""""", """"""""$forum->id"""""""", $cm->id);  /<USER>forum/view.php:133: add_to_log($course->id, """"""""forum"""""""", """"""""view forum"""""""", """"""""view.php?f=$forum->id"""""""", """"""""$forum->id"""""""");  /<USER>forum/search.php:115: add_to_log($course->id, """"""""forum"""""""", """"""""search"""""""", """"""""search.php?id=$course->id&amp;search="""""""".urlencode($search), $search);",Replace add_to_log calls in other files,This subtask involves replacing the remaining add_to_log calls in other files with calls to the get_legacy_logdata function.,
DM-1989,Define API for Stack Astrometric Calibration,"70% RO 30% KSK This should also include a minimal implementation.  This should be done with an eye toward photometric calibration.  Prerequisite: Get multi epoch (multi-band?) catalogs of centroids from some trusted source (CFHT, HSC?).  1. Load all stars that overlap a patch for all epochs. 2. Associate all stars on each chip.   2a. Implement K-D tree 3. Fit model for rigid chip system + optics + atmosphere.  Eigen for sparse model fitter.   3a. Allow for external catalog.   3b. This could include a class to fit XYTransforms 4. Turn result into WCS.  So maybe a down scope for a single cycle epic is to get matches and interfaces for models and solvers.",Load all stars that overlap a patch for all epochs,This subtask involves loading data from a trusted source and requires a minimal implementation.,
DM-1989,Define API for Stack Astrometric Calibration,"70% RO 30% KSK This should also include a minimal implementation.  This should be done with an eye toward photometric calibration.  Prerequisite: Get multi epoch (multi-band?) catalogs of centroids from some trusted source (CFHT, HSC?).  1. Load all stars that overlap a patch for all epochs. 2. Associate all stars on each chip.   2a. Implement K-D tree 3. Fit model for rigid chip system + optics + atmosphere.  Eigen for sparse model fitter.   3a. Allow for external catalog.   3b. This could include a class to fit XYTransforms 4. Turn result into WCS.  So maybe a down scope for a single cycle epic is to get matches and interfaces for models and solvers.",Associate all stars on each chip,This subtask involves implementing a K-D tree and requires a moderate level of complexity.,
DM-1989,Define API for Stack Astrometric Calibration,"70% RO 30% KSK This should also include a minimal implementation.  This should be done with an eye toward photometric calibration.  Prerequisite: Get multi epoch (multi-band?) catalogs of centroids from some trusted source (CFHT, HSC?).  1. Load all stars that overlap a patch for all epochs. 2. Associate all stars on each chip.   2a. Implement K-D tree 3. Fit model for rigid chip system + optics + atmosphere.  Eigen for sparse model fitter.   3a. Allow for external catalog.   3b. This could include a class to fit XYTransforms 4. Turn result into WCS.  So maybe a down scope for a single cycle epic is to get matches and interfaces for models and solvers.",Fit model for rigid chip system + optics + atmosphere,This subtask involves fitting a model and requires a moderate level of complexity.,
DM-1989,Define API for Stack Astrometric Calibration,"70% RO 30% KSK This should also include a minimal implementation.  This should be done with an eye toward photometric calibration.  Prerequisite: Get multi epoch (multi-band?) catalogs of centroids from some trusted source (CFHT, HSC?).  1. Load all stars that overlap a patch for all epochs. 2. Associate all stars on each chip.   2a. Implement K-D tree 3. Fit model for rigid chip system + optics + atmosphere.  Eigen for sparse model fitter.   3a. Allow for external catalog.   3b. This could include a class to fit XYTransforms 4. Turn result into WCS.  So maybe a down scope for a single cycle epic is to get matches and interfaces for models and solvers.",Implement K-D tree,This subtask involves implementing a data structure and requires a low level of complexity.,
DM-1989,Define API for Stack Astrometric Calibration,"70% RO 30% KSK This should also include a minimal implementation.  This should be done with an eye toward photometric calibration.  Prerequisite: Get multi epoch (multi-band?) catalogs of centroids from some trusted source (CFHT, HSC?).  1. Load all stars that overlap a patch for all epochs. 2. Associate all stars on each chip.   2a. Implement K-D tree 3. Fit model for rigid chip system + optics + atmosphere.  Eigen for sparse model fitter.   3a. Allow for external catalog.   3b. This could include a class to fit XYTransforms 4. Turn result into WCS.  So maybe a down scope for a single cycle epic is to get matches and interfaces for models and solvers.",Allow for external catalog,This subtask involves implementing a feature and requires a low level of complexity.,
